Lasse Blaauwbroek, David M. Cerna, Thibault Gauthier, Jan Jakubuv, Cezary Kaliszyk, Martin Suda, Josef Urban 	 Learning Guided Automated Reasoning: A Brief Survey. 	 2024 	 AR, FM 	 https://doi.org/10.48550/arXiv.2403.04017 	 arXiv CoRR abs/2403.04017 (2024).
Mohammad Rohaninejad, Mikolás Janota, Zdenek Hanzálek 	 Integrated lot-sizing and scheduling: Mitigation of uncertainty in demand and processing time by machine learning. 	 2023 	 FM 	 https://doi.org/10.1016/j.engappai.2022.105676 	 Eng. Appl. Artif. Intell. 118: (2023).
Mikolás Janota, António Morgado, Petr Vojtechovský 	 Computing generating sets of minimal size in finite algebras. 	 2023 	 FM 	 https://doi.org/10.1016/j.jsc.2023.02.002 	 J. Symb. Comput. 119: 50-63 (2023).
João Araújo, Choiwah Chow, Mikolás Janota 	 Symmetries for Cube-And-Conquer in Finite Model Finding. 	 2023 	 FM 	 https://doi.org/10.4230/LIPIcs.CP.2023.8 	 29th International Conference on Principles and Practice of Constraint Programming, CP 2023, August 27-31, 2023, Toronto, Canada: 8:1-8:19 (2023).
Pedro Orvalho, Jelle Piepenbrock, Mikolás Janota, Vasco M. Manquinho 	 Graph Neural Networks for Mapping Variables Between Programs. 	 2023 	 FM 	 https://doi.org/10.3233/FAIA230468 	 ECAI 2023 - 26th European Conference on Artificial Intelligence, September 30 - October 4, 2023, Kraków, Poland - Including 12th Conference on Prestigious Applications of Intelligent Systems (PAIS 2023): 1811-1818 (2023).
Nikolai Antonov, Premysl Sucha, Mikolás Janota 	 Data-driven Single Machine Scheduling Minimizing Weighted Number of Tardy Jobs. 	 2023 	 FM 	 https://doi.org/10.1007/978-3-031-49008-8_38 	 Progress in Artificial Intelligence - 22nd EPIA Conference on Artificial Intelligence, EPIA 2023, Faial Island, Azores, September 5-8, 2023, Proceedings, Part I: 483-494 (2023).
Mikolas Janota, Nina Narodytska 	 The FMCAD 2023 Student Forum. 	 2023 	 FM 	 https://doi.org/10.34727/2023/isbn.978-3-85448-060-0_8 	 Formal Methods in Computer-Aided Design, FMCAD 2023, Ames, IA, USA, October 24-27, 2023: 1-2 (2023).
Jan Hula, David Adamczyk, Mikolás Janota 	 Fast Heuristic for Ricochet Robots. 	 2023 	 FM 	 https://doi.org/10.5220/0011699900003393 	 Proceedings of the 15th International Conference on Agents and Artificial Intelligence, ICAART 2023, Volume 1, Lisbon, Portugal, February 22-24, 2023.: 71-79 (2023).
Petr Hyner, Jan Hula, Mikolás Janota 	 Molecule Builder: Environment for Testing Reinforcement Learning Agents. 	 2023 	 FM 	 https://doi.org/10.5220/0012257900003595 	 Proceedings of the 15th International Joint Conference on Computational Intelligence, IJCCI 2023, Rome, Italy, November 13-15, 2023.: 450-458 (2023).
Julian Parsert, Chad E. Brown, Mikolas Janota, Cezary Kaliszyk 	 Experiments on Infinite Model Finding in SMT Solving. 	 2023 	 FM 	 https://doi.org/10.29007/slrm 	 LPAR 2023: Proceedings of 24th International Conference on Logic for Programming, Artificial Intelligence and Reasoning, Manizales, Colombia, 4-9th June 2023.: 317-328 (2023).
Jan Jakubuv, Mikolás Janota, Bartosz Piotrowski, Jelle Piepenbrock, Andrew Reynolds 	 Selecting Quantifiers for Instantiation in SMT. 	 2023 	 AR, FM 	 https://ceur-ws.org/Vol-3429/short10.pdf 	 Proceedings of the 21st International Workshop on Satisfiability Modulo Theories (SMT 2023) co-located with the 29th International Conference on Automated Deduction (CADE 2023), Rome, Italy, July, 5-6, 2023.: 71-77 (2023).
Mikolás Janota, Bartosz Piotrowski, Karel Chvalovský 	 Towards Learning Infinite SMT Models (Work in Progress). 	 2023 	 AR, FM 	 https://doi.org/10.1109/SYNASC61333.2023.00018 	 25th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing, SYNASC 2023, Nancy, France, September 11-14, 2023: 82-85 (2023).
Pedro Orvalho, Jelle Piepenbrock, Mikolás Janota, Vasco M. Manquinho 	 Graph Neural Networks For Mapping Variables Between Programs - Extended Version. 	 2023 	 FM 	 https://doi.org/10.48550/arXiv.2307.13014 	 arXiv CoRR abs/2307.13014 (2023).
João Araújo, Choiwah Chow, Mikolás Janota 	 Boosting isomorphic model filtering with invariants. 	 2022 	 FM 	 https://doi.org/10.1007/s10601-022-09336-x 	 Constraints An Int. J. 27: 360-379 (2022).
Jan Hula, Jan Jakubuv, Mikolás Janota, Lukás Kubej 	 Targeted Configuration of an SMT Solver. 	 2022 	 AR, FM 	 https://doi.org/10.1007/978-3-031-16681-5_18 	 Intelligent Computer Mathematics - 15th International Conference, CICM 2022, Tbilisi, Georgia, September 19-23, 2022, Proceedings: 256-271 (2022).
Filipe Marques, António Morgado, José Fragoso Santos, Mikolás Janota 	 TestSelector: Automatic Test Suite Selection for Student Projects. 	 2022 	 FM 	 https://doi.org/10.1007/978-3-031-17196-3_17 	 Runtime Verification - 22nd International Conference, RV 2022, Tbilisi, Georgia, September 28-30, 2022, Proceedings: 283-292 (2022).
Mikolás Janota, Jelle Piepenbrock, Bartosz Piotrowski 	 Towards Learning Quantifier Instantiation in SMT. 	 2022 	 FM 	 https://doi.org/10.4230/LIPIcs.SAT.2022.7 	 25th International Conference on Theory and Applications of Satisfiability Testing, SAT 2022, August 2-5, 2022, Haifa, Israel.: 7:1-7:18 (2022).
Miguel Cabral, Mikolás Janota, Vasco M. Manquinho 	 SAT-Based Leximax Optimisation Algorithms. 	 2022 	 FM 	 https://doi.org/10.4230/LIPIcs.SAT.2022.29 	 25th International Conference on Theory and Applications of Satisfiability Testing, SAT 2022, August 2-5, 2022, Haifa, Israel.: 29:1-29:19 (2022).
Pedro Orvalho, Mikolás Janota, Vasco M. Manquinho 	 MultIPAs: applying program transformations to introductory programming assignments for data augmentation. 	 2022 	 FM 	 https://doi.org/10.1145/3540250.3558931 	 Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering, ESEC/FSE 2022, Singapore, Singapore, November 14-18, 2022: 1657-1661 (2022).
Chad E. Brown, Mikolás Janota, Cezary Kaliszyk 	 Abstract: Challenges and Solutions for Higher-Order SMT Proofs. 	 2022 	 FM 	 https://ceur-ws.org/Vol-3185/abstract697.pdf 	 Proceedings of the 20th Internal Workshop on Satisfiability Modulo Theories co-located with the 11th International Joint Conference on Automated Reasoning (IJCAR 2022) part of the 8th Federated Logic Conference (FLoC 2022), Haifa, Israel, August 11-12, 2022.: (2022).
João Araújo, Choiwah Chow, Mikolás Janota 	 Boosting Isomorphic Model Filtering with Invariants. 	 2022 	 FM 	 https://arxiv.org/abs/2201.10516 	 arXiv CoRR abs/2201.10516 (2022).
Pedro Orvalho, Mikolás Janota, Vasco M. Manquinho 	 C-Pack of IPAs: A C90 Program Benchmark of Introductory Programming Assignments. 	 2022 	 FM 	 https://doi.org/10.48550/arXiv.2206.08768 	 arXiv CoRR abs/2206.08768 (2022).
Pedro Orvalho, Mikolás Janota, Vasco M. Manquinho 	 InvAASTCluster: On Applying Invariant-Based Program Clustering to Introductory Programming Assignments. 	 2022 	 FM 	 https://doi.org/10.48550/arXiv.2206.14175 	 arXiv CoRR abs/2206.14175 (2022).
Filipe Marques, António Morgado, José Fragoso Santos, Mikolás Janota 	 TestSelector: Automatic Test Suite Selection for Student Projects - Extended Version. 	 2022 	 FM 	 https://doi.org/10.48550/arXiv.2207.09509 	 arXiv CoRR abs/2207.09509 (2022).
João Araújo, Choiwah Chow, Mikolás Janota 	 Filtering Isomorphic Models by Invariants (Short Paper). 	 2021 	 FM 	 https://doi.org/10.4230/LIPIcs.CP.2021.4 	 27th International Conference on Principles and Practice of Constraint Programming, CP 2021, Montpellier, France (Virtual Conference), October 25-29, 2021.: 4:1-4:9 (2021).
Mikolás Janota, António Morgado, José Fragoso Santos, Vasco M. Manquinho 	 The Seesaw Algorithm: Function Optimization Using Implicit Hitting Sets. 	 2021 	 FM 	 https://doi.org/10.4230/LIPIcs.CP.2021.31 	 27th International Conference on Principles and Practice of Constraint Programming, CP 2021, Montpellier, France (Virtual Conference), October 25-29, 2021.: 31:1-31:16 (2021).
Mikolás Janota, Haniel Barbosa, Pascal Fontaine, Andrew Reynolds 	 Fair and Adventurous Enumeration of Quantifier Instantiations. 	 2021 	 FM 	 https://doi.org/10.34727/2021/isbn.978-3-85448-046-4_35 	 Formal Methods in Computer Aided Design, FMCAD 2021, New Haven, CT, USA, October 19-22, 2021: 256-260 (2021).
Jan Hula, David Mojzísek, Mikolás Janota 	 Graph Neural Networks for Scheduling of SMT Solvers. 	 2021 	 FM 	 https://doi.org/10.1109/ICTAI52525.2021.00072 	 33rd IEEE International Conference on Tools with Artificial Intelligence, ICTAI 2021, Washington, DC, USA, November 1-3, 2021: 447-451 (2021).
Chad E. Brown, Mikolás Janota 	 First-Order Instantiation using Discriminating Terms. 	 2021 	 FM 	 https://ceur-ws.org/Vol-2908/short6.pdf 	 Proceedings of the 19th International Workshop on Satisfiability Modulo Theories co-located with 33rd International Conference on Computer Aided Verification(CAV 2021), Online (initially located in Los Angeles, USA), July 18-19, 2021.: 17-22 (2021).
Jan Jakubuv, Mikolás Janota, Andrew Reynolds 	 Characteristic Subsets of SMT-LIB Benchmarks. 	 2021 	 AR, FM 	 https://ceur-ws.org/Vol-2908/paper7.pdf 	 Proceedings of the 19th International Workshop on Satisfiability Modulo Theories co-located with 33rd International Conference on Computer Aided Verification(CAV 2021), Online (initially located in Los Angeles, USA), July 18-19, 2021.: 53-63 (2021).
Olaf Beyersdorff, Mikolás Janota, Florian Lonsing, Martina Seidl 	 Quantified Boolean Formulas. 	 2021 	 FM 	 https://doi.org/10.3233/FAIA201015 	 Handbook of Satisfiability - Second Edition: 1177-1221 (2021).
Mikolás Janota, Haniel Barbosa, Pascal Fontaine, Andrew Reynolds 	 Fair and Adventurous Enumeration of Quantifier Instantiations. 	 2021 	 FM 	 https://arxiv.org/abs/2105.13700 	 arXiv CoRR abs/2105.13700 (2021).
Mikolás Janota, António Morgado 	 SAT-Based Encodings for Optimal Decision Trees with Explicit Paths. 	 2020 	 FM 	 https://doi.org/10.1007/978-3-030-51825-7_35 	 Theory and Applications of Satisfiability Testing - SAT 2020 - 23rd International Conference, Alghero, Italy, July 3-10, 2020, Proceedings: 501-518 (2020).
Olaf Beyersdorff, Leroy Chew, Mikolás Janota 	 New Resolution-Based QBF Calculi and Their Proof Complexity. 	 2019 	 FM 	 https://doi.org/10.1145/3352155 	 ACM Trans. Comput. Theory 11: 26:1-26:42 (2019).
Mikolás Janota 	 On Unordered BDDs and Quantified Boolean Formulas. 	 2019 	 FM 	 https://doi.org/10.1007/978-3-030-30244-3_41 	 Progress in Artificial Intelligence, 19th EPIA Conference on Artificial Intelligence, EPIA 2019, Vila Real, Portugal, September 3-6, 2019, Proceedings, Part II.: 501-507 (2019).
Simon Cooksey, Sarah Harris, Mark Batty, Radu Grigore, Mikolás Janota 	 PrideMM: Second Order Model Checking for Memory Consistency Models. 	 2019 	 FM 	 https://doi.org/10.1007/978-3-030-54997-8_31 	 Formal Methods. FM 2019 International Workshops - Porto, Portugal, October 7-11, 2019, Revised Selected Papers, Part II: 507-525 (2019).
Mikolás Janota, Inês Lynce 	 Theory and Applications of Satisfiability Testing - SAT 2019 - 22nd International Conference, SAT 2019, Lisbon, Portugal, July 9-12, 2019, Proceedings 	 2019 	 FM 	 https://doi.org/10.1007/978-3-030-24258-9 	 Lecture Notes in Computer Science 11628 (2019).
Simon Cooksey, Sarah Harris, Mark Batty, Radu Grigore, Mikolás Janota 	 PrideMM: A Solver for Relaxed Memory Models. 	 2019 	 FM 	 http://arxiv.org/abs/1901.00428 	 arXiv CoRR abs/1901.00428 (2019).
Mikolás Janota 	 Towards Generalization in QBF Solving via Machine Learning. 	 2018 	 FM 	 https://doi.org/10.1609/aaai.v32i1.12208 	 Proceedings of the Thirty-Second AAAI Conference on Artificial Intelligence, (AAAI-18), the 30th innovative Applications of Artificial Intelligence (IAAI-18), and the 8th AAAI Symposium on Educational Advances in Artificial Intelligence (EAAI-18), New Orleans, Louisiana, USA, February 2-7, 2018: 6607-6614 (2018).
Mikolas Janota, Martin Suda 	 Towards Smarter MACE-style Model Finders. 	 2018 	 AR, FM 	 https://doi.org/10.29007/w42s 	 LPAR-22. 22nd International Conference on Logic for Programming, Artificial Intelligence and Reasoning, Awassa, Ethiopia, 16-21 November 2018: 454-470 (2018).
Mikolás Janota 	 Circuit-Based Search Space Pruning in QBF. 	 2018 	 FM 	 https://doi.org/10.1007/978-3-319-94144-8_12 	 Theory and Applications of Satisfiability Testing - SAT 2018 - 21st International Conference, SAT 2018, Held as Part of the Federated Logic Conference, FloC 2018, Oxford, UK, July 9-12, 2018, Proceedings: 187-198 (2018).
João Marques-Silva, Mikolás Janota, Carlos Mencía 	 Minimal sets on propositional formulae. Problems and reductions. 	 2017 	 FM 	 https://doi.org/10.1016/j.artint.2017.07.005 	 Artif. Intell. 252: 22-50 (2017).
Mikolás Janota, Radu Grigore, Vasco M. Manquinho 	 On the Quest for an Acyclic Graph. 	 2017 	 FM 	 https://ceur-ws.org/Vol-2011/paper4.pdf 	 Proceedings of the 24th RCRA International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2017 co-located with the 16th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2017), Bari, Italy, November 14-15, 2017.: 33-44 (2017).
Mikolás Janota, João Marques-Silva 	 On Minimal Corrections in ASP. 	 2017 	 FM 	 https://ceur-ws.org/Vol-2011/paper5.pdf 	 Proceedings of the 24th RCRA International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2017 co-located with the 16th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2017), Bari, Italy, November 14-15, 2017.: 45-54 (2017).
Mikolás Janota, João Marques-Silva 	 An Achilles' Heel of Term-Resolution. 	 2017 	 FM 	 https://doi.org/10.1007/978-3-319-65340-2_55 	 Progress in Artificial Intelligence - 18th EPIA Conference on Artificial Intelligence, EPIA 2017, Porto, Portugal, September 5-8, 2017, Proceedings: 670-680 (2017).
Mikolás Janota 	 An Achilles' Heel of Term-Resolution. 	 2017 	 FM 	 http://arxiv.org/abs/1704.01071 	 arXiv CoRR abs/1704.01071 (2017).
Mikolas Janota, Radu Grigore, Vasco M. Manquinho 	 On the Quest for an Acyclic Graph. 	 2017 	 FM 	 http://arxiv.org/abs/1708.01745 	 arXiv CoRR abs/1708.01745 (2017).
Mikolás Janota 	 QFUN: Towards Machine Learning in QBF. 	 2017 	 FM 	 http://arxiv.org/abs/1710.02198 	 arXiv CoRR abs/1710.02198 (2017).
Mikolás Janota, João Marques-Silva 	 On the query complexity of selecting minimal sets for monotone predicates. 	 2016 	 FM 	 https://www.wikidata.org/entity/Q62047278 	 Artif. Intell. 233: 73-83 (2016).
Mikolás Janota, William Klieber, João Marques-Silva, Edmund M. Clarke 	 Solving QBF with counterexample guided refinement. 	 2016 	 FM 	 https://www.wikidata.org/entity/Q62047276 	 Artif. Intell. 234: 1-25 (2016).
Alexey Ignatiev, Mikolás Janota, João Marques-Silva 	 Quantified maximum satisfiability. 	 2016 	 FM 	 https://doi.org/10.1007/s10601-015-9195-9 	 Constraints An Int. J. 21: 277-302 (2016).
Mikolas Janota 	 On Exponential Lower Bounds for Partially Ordered Resolution. 	 2016 	 FM 	 https://doi.org/10.3233/sat190110 	 J. Satisf. Boolean Model. Comput. 10: 1-9 (2016).
Olaf Beyersdorff, Leroy Chew, Mikolas Janota 	 Extension Variables in QBF Resolution. 	 2016 	 FM 	 http://www.aaai.org/ocs/index.php/WS/AAAIW16/paper/view/12612 	 Beyond NP, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016.: (2016).
Mikolás Janota, Christoph M. Wintersteiger 	 On Intervals and Bounds in Bit-vector Arithmetic. 	 2016 	 FM 	 https://ceur-ws.org/Vol-1617/paper8.pdf 	 Proceedings of the 14th International Workshop on Satisfiability Modulo Theories affiliated with the International Joint Conference on Automated Reasoning, SMT@IJCAR 2016, Coimbra, Portugal, July 1-2, 2016.: 81-84 (2016).
Xujie Si, Xin Zhang, Vasco M. Manquinho, Mikolás Janota, Alexey Ignatiev, Mayur Naik 	 On Incremental Core-Guided MaxSAT Solving. 	 2016 	 FM 	 https://doi.org/10.1007/978-3-319-44953-1_30 	 Principles and Practice of Constraint Programming - 22nd International Conference, CP 2016, Toulouse, France, September 5-9, 2016, Proceedings: 473-482 (2016).
Mikolás Janota 	 On Q-Resolution and CDCL QBF Solving. 	 2016 	 FM 	 https://doi.org/10.1007/978-3-319-40970-2_25 	 Theory and Applications of Satisfiability Testing - SAT 2016 - 19th International Conference, Bordeaux, France, July 5-8, 2016, Proceedings: 402-418 (2016).
Olaf Beyersdorff, Leroy Chew, Mikolas Janota 	 Extension Variables in QBF Resolution. 	 2016 	 FM 	 https://eccc.weizmann.ac.il/report/2016/005 	 informal Electron. Colloquium Comput. Complex. (2016).
Mikolas Janota 	 On Q-Resolution and CDCL QBF Solving. 	 2016 	 FM 	 https://eccc.weizmann.ac.il/report/2016/043 	 informal Electron. Colloquium Comput. Complex. (2016).
Mikolás Janota, Inês Lynce, João Marques-Silva 	 Algorithms for computing backbones of propositional formulae. 	 2015 	 FM 	 https://doi.org/10.3233/AIC-140640 	 AI Commun. 28: 161-177 (2015).
Mikolás Janota, João Marques-Silva 	 Expansion-based QBF solving versus Q-resolution. 	 2015 	 FM 	 https://www.wikidata.org/entity/Q62047279 	 Theor. Comput. Sci. 577: 25-42 (2015).
Valeriy Balabanov, Jie-Hong Roland Jiang, Mikolas Janota, Magdalena Widl 	 Efficient Extraction of QBF (Counter)models from Long-Distance Resolution Proofs. 	 2015 	 FM 	 https://www.wikidata.org/entity/Q113739715 	 Proceedings of the Twenty-Ninth AAAI Conference on Artificial Intelligence, January 25-30, 2015, Austin, Texas, USA.: 3694-3701 (2015).
Mikolás Janota, João Marques-Silva 	 Solving QBF by Clause Selection. 	 2015 	 FM 	 http://ijcai.org/Abstract/15/052 	 Proceedings of the Twenty-Fourth International Joint Conference on Artificial Intelligence, IJCAI 2015, Buenos Aires, Argentina, July 25-31, 2015: 325-331 (2015).
João Marques-Silva, Mikolás Janota, Alexey Ignatiev, António Morgado 	 Efficient Model Based Diagnosis with Maximum Satisfiability. 	 2015 	 FM 	 http://ijcai.org/Abstract/15/279 	 Proceedings of the Twenty-Fourth International Joint Conference on Artificial Intelligence, IJCAI 2015, Buenos Aires, Argentina, July 25-31, 2015: 1966-1972 (2015).
Nikolaj S. Bjørner, Mikolás Janota 	 Playing with Quantified Satisfaction. 	 2015 	 FM 	 https://doi.org/10.29007/vv21 	 20th International Conferences on Logic for Programming, Artificial Intelligence and Reasoning - Short Presentations, LPAR 2015, Suva, Fiji, November 24-28, 2015.: 15-27 (2015).
Nikolaj S. Bjørner, Mikolás Janota, William Klieber 	 On Conflicts and Strategies in QBF. 	 2015 	 FM 	 https://doi.org/10.29007/4sk1 	 20th International Conferences on Logic for Programming, Artificial Intelligence and Reasoning - Short Presentations, LPAR 2015, Suva, Fiji, November 24-28, 2015.: 28-41 (2015).
